Outletid,OutletName,DistCode,DistributorName,MainChannelCode,MainChannelType,SM_Code,SM_Name,ASM_Code,ASM_Name,RSE_Code,RSE_Name,PSR_Code,PSR_Desc
"C024805","DINESH STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024806","SUMAN STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024807","FRESH-N-UP","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024808","SREE DURGA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024809","RADHA SWEETS (BRAHMAPUR)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0020","SWEET/ CHAAT/ BAKERY","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024810","ASHOK BHANDER","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024811","TARA MAA STORES(MADAN SARDAR)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024812","SABANA STORE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024813","AJAY STORE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024814","LAXMINARAYAN STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024815","KALYANI ENTERPRISE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024816","KANKABATI STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024817","KAMAL STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024818","ADI MAHAPRABHU MIST BHANDER","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024819","NAMITA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C024820","GAURANGA PANDA (MOTHER DAIRY)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E0966","BISWAJIT NARU","PSR0694","ASHIK ALI KAYAL"
"C025390","R.P.DEY","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025391","NEW SREE GURU BHANDER","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025392","KARUNAMOYEE BH.(SUGAR & SPICE)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0020","SWEET/ CHAAT/ BAKERY","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025393","MAHAPRABHU SWEETS","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0020","SWEET/ CHAAT/ BAKERY","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025394","AROHI SHOP","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0005","WHOLESALE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025395","APPAYAN 148/5","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025396","TARAKESWAR PRASAD (MAHADEV)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025397","EVERYTHING","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025398","MAZUMDER STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025399","ANANDA BROS. (ANATH SAHA)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025400","PAN MAHAL(GOVT.QUARTER GATE)5","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025401","DEEPAK STORES(MALANCHA CINEMA)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025402","MADHUMITA RESTAURENT (CHINESE)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0019","QSR","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025403","MAKALI BHANDER 3/21","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025404","MADHUSUDAN SAHA","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025405","SAHA STORES 65-A","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025406","RANTU MUKHERJEE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025407","J.N.SAHA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025408","ANNAPURNA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025409","MANIK TALUKDAR","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025410","JUGAL KRISHNA DEY","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025411","NARAYANI MEDICAL HALL (VIVEKANANDA NAGAR","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025412","NEW RUMA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025413","SWAPAN DAS N C DAS","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025414","SWAPAN PAN STORE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025415","MAA JANAKI STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025416","MOTHER DAIRY CALCUTTA","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025417","VIVEKANANDA SWEETS(COOL ZONE)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025418","RUPSHA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025419","GOPAL STORE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025420","RELIABLE STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025421","TUHIN STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025422","CHATTERJEE MEDICAL STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025423","MAA SANTOSHI VARIETY","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025424","BAPPA STORES (KIN)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025425","SARKAR STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025426","BASUDEBA SAHOO & BAMDEV SAHOO","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025427","SARKAR SWEETS","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025428","RAJESH STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025429","CHAKRABORTY VARIETY STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025430","SREE GURU STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025431","PALIT STORES (SANTINAGAR)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025432","NRG","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025433","ANAMIKA GENERALS STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025434","QUALITY","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025435","JHARNA TEA STAL","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025436","NITYA NANDA HALDER","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025437","MOURI ENTERPRISE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025438","GANGA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025439","BAPI STORE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025440","DEEPAK PAN SHOP","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025441","PROYOJANI STORE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025442","TAPAS PAN SHOP","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025443","RATAN BIRIYANI CENTRE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0002","E & D1","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025444","GANAPOTI STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025445","SANDHYA VARIETY STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025446","NEW MAA KALI STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025447","MUN MUN STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025448","HARIPADA BOSE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025449","ABHIJIT BHATTYACARYA","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025450","MOTHER DAIRY","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025451","BELA RANI DAS","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025452","KRISHNA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025453","RAJKUMAR GUPTA","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025454","RUPA VARIETIES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025455","ALPANA  (REGENT PARK)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025456","SUKANYA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025457","RADHA GOBINDA BHANDAR","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025458","SHIVAM STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025459","SHIBU NARAYAN STORE (KIN)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0696","RAJIB BISWAS","E0745","JYOTI PRAKASH DE","E1019","BIBHAS KARMAKAR","PSR0177","BABUSONA SARDAR"
"C025460","S.B STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025461","NIRANJAN STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025462","DINABANDHU SWEETS","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0019","QSR","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025463","MAGHADESWARI OIL STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0004","TRADE GROCERY","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025464","GOPAL BORMON","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025465","SHAW BHANDER  (2/12 ASOKNAGAR)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025466","MANASHA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025467","GUPTA PAN BHANDAR","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025468","LOKENATH SWEETS","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025469","SHREE MAHAVIR STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C025470","FOREVER","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0696","RAJIB BISWAS","E0666","RAJAT KANTI KARAR","E1090","ARIJIT DAS","PSR0091","SUSANTA MONDAL "
"C005171","PRASAD BHANDAR","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005172","NEW PAN SHOP","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005173","RUDRA STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005174","EUREKA SNACKS SHOP","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0020","SWEET/ CHAAT/ BAKERY","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005175","BANERJEE STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0018","PAAN PLUS","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005176","DUTTA VARIETIES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005177","SARADA MAA TRAVELS","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005178","RAHUL BROTHERS STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005181","RENU STORES","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005182","SOMENATH DEY  (C.C)","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0001","CONVENIENCE","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005183","SNEHASISH BOSE","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
"C005184","ASHIM KR DUTTA","DBPLU1","DIAMOND BEVERAGES PVT.LTD","MC0015","GROCERIES","E0571","PROSENJIT CHATTERJEE","E0914","SIBASISH KUMAR","E1064","SOUNIK DAS","PSR0789","MINATULLA ALAM- CAC"
